	name	ssn	relationship	leukocyty	trombocyty	erytrocyty	er-cv	smoker	hemoglobin	indicator	hbver	hematokrit	etytr	alt	weight	ast	alp
158	Erika Roberts	029-49-3031	divoced	6.33875	5.76680	5.55573	54.71196	Y	5.92507	1.00000	6.36822	7.36987			17.10114	55.18841	92.35335
159	Jesse Gray	674-49-7756	single	5.02765	4.70841	7.20960	43.79228	yes	5.57328	0.00000	6.95201	8.76978	4.27892	11.05071	98.48285	56.17836	85.77579
160	Michelle Wells	619-72-1758	single	8.36965	8.88177	3.50139	49.80711	yes	5.96625	0.00000	6.77977	4.41684	5.89464	6.72608	121.64516	14.66476	81.07536
161	Matthew Bruce	485-72-7297	nop	4.20988	7.02550	5.75148	58.52280	no	6.66389	0.00000	7.29248	4.98877	4.34566	6.90538	37.07215	83.14630	89.28068
162	Francis Gonzalez	304-75-3121	single	7.47045	7.35521	6.56510	46.51976	no	6.37839	1.00000	2.09443	7.68141	3.95056	14.21189	22.66057	49.38929	80.02738
163	Deborah Robles	702-55-5923	divoced	7.38473	6.98061	7.29095	51.87928	yes	4.92949	1.00000	4.08062	6.74620	5.05468	13.06868	111.65301	44.92962	60.43838
164	Jennifer Jones	221-84-9149	married	5.41243	5.90655	8.33621	20.87099	Y	5.51948	1.00000	3.59489	6.21072	6.37277	24.54229	62.41892	81.36421	76.31596
165	Brad Smith	580-68-5746	divoced	5.45515	6.51693	5.52388	26.68434	no	5.30007	1.00000	4.27008	6.09085	5.56276	10.18133	106.25327	19.49273	71.03474
166	Judith Lee	646-59-1364	nop	4.38725	6.83922	5.80583	38.16357	no	5.18261	0.00000	7.72924	4.80315	4.36914	6.88904	45.31866	48.28735	64.77056
167	Roger Davis	563-17-1041	divoced	6.93178	3.53168	8.39882	51.43976	no	5.07691	1.00000	4.58815	6.39348	4.38597	25.53143	104.82824	29.84241	61.84450
168	Elizabeth Koch	042-61-9695	nop	7.23933	8.70737	5.95273	58.02035	no	6.48063	1.00000	7.29753	8.40749	3.01744	9.44230	73.54880	46.25297	85.79847
169	Robert Beck	751-36-3717	single	5.14154	4.43326	6.90429	21.52575	yes	5.85215	1.00000	4.80527	6.37153	4.01956	9.89281	-17.90131	56.45888	79.43341
170	Jimmy Wagner	856-55-5767	married	6.43650	7.10816	4.95817	61.26255	Y	5.67078	1.00000	3.59579	8.04694	3.66010	2.12712	60.90654	62.60471	85.28481
171	Randall Wood	390-19-0302	single	7.32855	4.67350	7.04017	25.79153	no	5.39116	1.00000	4.47105	7.54168	4.80779	11.20441	63.51216	56.38163	73.54967
172	Christopher Jarvis	389-58-6805	nop	4.86064	2.99628	6.96011	41.81850	no	6.20997	1.00000	3.68952	6.35247	5.40511	13.38578	97.70720	52.18936	83.85215
173	Nicholas Mckee	279-39-9879	divoced	4.82369	4.27257	5.99659	36.76871	no	4.06192	1.00000	4.85338	6.37193	4.65056	10.49060	72.20635	36.97560	21.11734
174	David Lopez	203-80-6547	widowed	6.43735	7.77149	5.07559	55.97118	no	5.83385	1.00000	6.95785	8.29277	4.34292	6.91319	67.13498	56.79178	76.21386
175	David Vargas	667-02-3738	nop	4.77339	7.41492	5.58117	37.18860	yes	5.15191	1.00000	5.29010	7.52228	3.50877	7.27400	88.87570	24.49567	59.46588
176	Jonathan Rodriguez	657-27-2929	divoced	5.71302	4.94726	4.75847	48.06463	no	5.40330	1.00000	4.05863	7.89169	5.57571	4.53980	89.32325	45.34041	70.75070
177	Tiffany Mccoy	031-18-8656	married	5.63938	6.85842	6.95163	43.16753	no	4.40903	0.00000	3.64831	7.05880	4.93317	14.37906	118.81842	51.04127	33.08753
178	Renee James	824-02-4125	divoced	5.57615	4.57362	5.84066	36.48410	yes	5.92612	1.00000	6.02347	5.68753	3.88415	12.06457	37.47391	35.11510	83.61577
179	Latoya Hunter	755-08-7866	nop	6.44199	7.73208	5.68067	58.11029	no	6.51709	0.00000	6.73372	4.39809	4.86386	10.74253	80.15627	26.68561	86.16636
180	Ricky Blevins	371-93-9886	divoced	8.72869	6.77568	5.53079	21.30383	Y	7.23729	0.00000	6.44640	5.18502	3.09446	4.69177	65.48911	32.10203	74.89878
181	Elizabeth Arnold	083-86-3369	separated	4.41342	8.24648	5.16245	22.43683	no	7.09223	1.00000	7.01761	7.85184	3.30950	9.51322	108.25995	36.17448	71.07253
182	Terry Mack	726-98-8789	nop	6.54451	8.06693	5.38423	43.31943	Y	8.08284	1.00000	4.48672	8.99568	2.16030	11.63502	56.60526	36.35545	44.80822
183	Alexa Coleman	269-28-1934	separated	5.72222	4.53649	7.34213	38.45337	no	6.66087	0.00000	7.28011	8.25670	2.83676	13.24873	25.57779	45.04910	89.22984
184	John Welch	148-47-8342	single	6.46812	2.62476	3.43435	30.38249	yes	4.13801	1.00000	3.16386	5.91088	3.91579	5.86660	34.93253	39.11735	26.82423
185	Scott Norman	428-65-5050	nop	7.18226	8.32425	3.92320	45.05907	no	6.18215	0.00000	5.43157	5.80997	5.15543	4.76498	28.46030	28.63229	90.89726
186	Amber Gomez	698-81-5972	widowed	6.58968	6.92461	6.50877	44.96583	yes	6.33716	1.00000	4.67832	7.03295	4.30365	12.67079	182.80524	24.90970	83.17027
187	Erica Frye	135-34-1420	nop	8.38578	7.26638	6.02867	31.91154	Y	6.74740	1.00000	3.07566	5.18917	7.90500	9.42356	45.48582	59.42476	86.74166
188	Danny Rangel	818-86-7582	separated	6.46527	3.05181	7.05167	50.43634	yes	2.04572	1.00000	2.24591	7.46666	5.58094	14.26604	67.80127	41.74055	32.58020
189	Joseph Medina	086-80-2978	divoced	4.97807	3.37512	6.49223	33.09717	no	5.51492	1.00000	4.76057	5.38216	4.45242	12.52699	81.82277	54.86312	82.06104
190	Sarah Clark	046-34-8559	married	5.64648	3.36527	5.38581	66.25831	no	7.09100	1.00000	2.49022	7.31969	5.37584	10.00760	57.96510	37.60648	76.37636
191	Tara Lane	819-59-3461	divoced	5.85963	6.68048	5.75070	20.29737	no	5.87352	1.00000	5.98061	6.87529	5.55572	11.30929	47.68394	47.63123	83.40304
192	April Henry	598-17-0266	divoced	5.59034	5.00997	5.82511	41.18825	no	5.78863	1.00000	4.76574	7.40670	6.26617	9.73179	-3.34898	45.83087	81.63701
193	Joseph Butler	646-65-8547	nop	5.27516	7.28779	6.00139	54.55708	Y	6.50121	1.00000	5.56315	7.21500	3.87851	9.79526	51.60954	59.13052	96.50434
194	Justin Beard	650-53-4545	nop	6.36612	5.82775	6.12792	66.40634	no	5.97069	0.00000	7.67931	6.89219	5.02158	9.67703	88.42126	53.86095	82.27654
195	Caitlyn Warren	724-57-9610	single	6.34457	4.01015	5.38279	32.84583	no	8.14030	1.00000	3.65533	7.55589	5.80378	6.44460	65.43299	82.01556	34.78053
196	Melissa Robinson	674-65-7270	nop	7.40639	6.50002	6.04851	73.97517	yes	6.03930	1.00000	5.60457	6.44158	5.01830	8.25474	79.22029	52.77847	89.60584
197	John Miller	466-02-3376	married	6.33043	5.27702	7.21675	43.18115	no	6.27003	1.00000	6.33547	6.49993	3.13615	13.32138	85.23062	54.49283	90.65646
198	Robert Poole	730-47-2299	nop	5.54582	4.84961	3.49328	35.25674	no	4.85746	1.00000	3.60327	8.63659	5.66088	6.25059	128.14068	43.00585	49.89912
199	Spencer Curry	508-92-9216	divoced	7.18206	7.95793	7.95836	46.79003	no	6.33320	0.00000	6.89735	4.17323	4.43223	15.03789	145.50183	52.06708	90.41358
200	Leah Mcclure	484-33-7666	married	6.61040	5.50034	7.73485	39.53975	no	5.50695	1.00000	3.93457	6.16692	6.14434	18.72326	59.81550	41.73598	80.70241
201	Stacey Ramirez	836-76-2910	nop	6.04717	5.78270	6.79741	48.27570	yes	5.20318	1.00000	5.69819	8.05743	5.13288	8.65416	22.43125	47.07978	66.72585
202	Jesse Gray	674-49-7756	divoced	4.77976	5.73385	5.54268	33.61957	no	6.58795	1.00000	5.47867	7.86606	4.87235	5.74709	35.69419	38.61013	89.90635
203	Reginald Arnold	089-80-7203	married	4.66266	6.79796	8.25738	61.75803	no	5.66967	1.00000	3.90475	6.49131	5.17958	21.40078	44.75010	40.72520	82.20553
204	Mark Schmidt	434-52-3580	married	5.89767	4.02602	6.22759	52.64689	no	6.44499	1.00000	4.66475	6.07959	3.84731	10.62383	92.41458	34.64645	86.42641
205	Kyle Robinson	042-47-0420	divoced	5.11466	5.30227	5.71209	37.70865	no	6.31581	0.00000	8.96502	5.63322	5.17918	8.31255	66.53989	18.67800	91.10230
206	Dawn Jefferson	742-65-8937	divoced	6.61210	7.87688	7.53779	35.98155	no	5.15360	1.00000	5.89949	9.34466	4.47327	15.13074	97.12300	43.18850	72.50021
207	Jacqueline Walker	091-53-8720	widowed	5.36933	4.47322	5.08410	57.78333	N	4.06641	1.00000	4.28069	6.81979	4.12922	9.60000	143.32668	42.54132	30.90172
208	Michael Bradley	179-55-8595	single	5.58002	7.78466	7.15508	53.36281	Y	6.72595	1.00000	3.60850	7.10886	5.03525	15.15115	75.85214	45.16615	90.03212
209	Frank Johnson	702-60-1579	divoced	4.89375	6.75368	6.72352	26.72284	no	5.46682	1.00000	4.53613	9.64658	6.56545	9.39214	8.51033	39.64972	81.20036
210	Catherine Martinez	881-08-2851	separated	6.82104	8.43116	6.54025	37.44859	no	4.87193	0.00000	7.27875	3.68358	5.26999	9.44702	65.16204	53.18296	63.25125
211	Gerald Johnson	086-77-1280	nop	4.92056	4.26065	6.80135	36.11640	no	7.03927	1.00000	5.19357	6.39412	4.68895	15.02273	6.48750	34.66982	77.45503
212	Valerie Navarro	307-79-5608	married	6.86376	4.33313	3.40969	44.94960	no	6.19322	1.00000	5.94229	5.81750	3.62959	8.00802	151.67457	68.90461	88.29997
213	Geoffrey Powell	640-45-7293	nop	4.58939	2.95196	6.22714	43.54391	no	6.46612	1.00000	3.60570	6.42735	5.00555	6.36440	85.85843	33.99819	90.12872
214	Heather Myers	768-10-9324	single	7.55480	5.22716	6.81476	39.59470	no	4.95925	1.00000	8.36825	6.78831	5.42102	12.71574	101.41417	54.90425	57.18203
215	Martin Huynh	406-57-2565	separated	5.69699	5.67259	5.00643	48.17175	yes	8.30884	1.00000	5.68460	7.39410	4.87323	8.67664	3.10258	61.60156	36.97923
216	Adam Ellis	639-75-9208	married	4.23538	7.66658	5.66016	69.55221	no	5.44086	1.00000	5.68717	7.28294	3.82323	8.99860	41.00121	40.29421	75.52348
217	Alexis Rodriguez	254-95-9418	nop	5.44390	7.53869	4.53090	25.14629	no	8.01208	0.00000	7.98248	3.71040	4.52599	12.07220	58.78635	33.99597	46.61569
218	Michael Richardson	832-21-7834	nop	5.96664	5.36405	7.46844	65.84269	no	5.92932	0.00000	8.22020	6.56145	6.21685	15.99593	61.37991	58.22947	85.41071
219	Paul Yang	798-19-5844	divoced	6.31001	6.59996	7.14684	62.07156	Y	5.18116	1.00000	6.58890	8.04518	4.59255	11.06748	27.98604	48.03565	66.30081
220	Micheal Turner	256-12-9892	married	6.54615	7.33153	5.83467	56.39241	yes	6.42226	1.00000	4.72102	8.01364	3.60745	6.75476	1.80302	37.90617	90.24162
221	Zachary Carter	106-63-0110	nop	6.75203	7.21764	5.07495	55.40403	Y	5.72978	1.00000	6.38399	6.94438	5.10436	5.72559	63.56418	31.44415	77.10192
222	Benjamin Campbell	866-74-6063	married	4.26312	6.34322	3.16836	40.08780	no	7.04899	1.00000	3.41882	6.92779	4.93483	4.99921	92.16514	40.26731	74.97885
223	Teresa Roy	017-98-3324	separated	5.65311	7.12932	6.05063	83.80005	no	6.27034	1.00000	2.70657	7.92641	3.87437	8.43628	75.22847	58.11102	77.99457
224	Kaitlyn Phillips	034-91-5735	widowed	4.77591	3.94702	5.47822	17.48085	no	4.64565	0.00000	4.78961	9.01682	5.23671	8.62823	66.52695	45.84210	43.59814
225	David Hawkins	566-39-0247	married	6.30482	4.93368	5.71399	23.91302	yes	5.75305	1.00000	3.33925	8.87592	5.79093	7.87540	70.13436	51.01477	84.62459
226	Lauren Johnson	688-38-3989	widowed	6.64819	7.27816	4.86085	54.49887	no	6.76165	0.00000	5.44223	5.35945	3.82546	11.54886	28.29691	56.63980	82.93390
227	Monica Jordan	630-19-4219	married	6.40911	3.14412	6.31483	50.43321	Y	7.81182	1.00000	2.26492	7.30012	5.04316	9.45542	31.81198	48.56994	47.35313
228	Micheal Walton	329-73-6131	divoced	6.67414	8.74633	7.80707	36.90415	no	1.83583	1.00000	4.74140	8.70965	2.57658	18.87946	112.18619	42.88040	42.18902
229	Daniel Forbes	590-77-1058	nop	5.40875	7.19954	5.61283	52.06751	Y	5.94836	1.00000	4.30164	6.66288	5.33754	8.67874	69.18467	47.66564	84.95954
230	Erica Rowland	462-29-4030	single	6.40732	5.62064	7.04420	28.65733	no	6.70146	1.00000	5.32564	7.33264	5.23480	8.30486	-1.63729	40.84733	78.54662
231	Jessica Merritt	047-53-1181	divoced	5.16280	4.65631	3.69796	56.19479	no	6.55831	1.00000	3.95633	7.76626	5.48006	2.52230	5.36196	54.74631	86.53451
232	Molly Wright	071-67-1303	divoced	5.99491	6.77815	5.82985	36.64395	yes	5.33605	1.00000	5.67312	8.56279	4.86558	8.55360	97.32110	56.55795	67.24266
233	Amber Jones	733-99-0637	widowed	5.92124	4.07743	5.14361	26.82311	no	6.39725	1.00000	3.97795	6.70771	4.76979	10.54397	120.15229	61.36925	84.90657
234	Katelyn Burke DDS	302-71-5518	separated	5.53320	6.82579	6.07086	72.42255	no	5.64711	1.00000	7.21936	4.62311		9.47607	62.31367	67.18116	78.47845
235	Cody Allen	357-32-2656	divoced	4.91132	4.81359	6.71107	46.91549	Y	5.58494	1.00000	4.13378	7.65702	4.66758	12.30919	115.31844	43.97192	72.65401
236	Lisa Brown	620-08-9783	divoced	4.81629	6.39348	8.01166	32.95636	no	5.92699	0.00000	4.74927	5.23862	4.21110	15.50614	34.83140	38.12076	89.56206
237	John Perez	206-48-9681	nop	5.07822	7.42964	5.68453	42.71040	no	5.61975	1.00000	3.86949	6.90363	5.60346	8.20331	78.89800	52.03951	77.34990
238	Christopher Clark	428-50-1285	nop	5.27007	5.03587	5.02799	62.39120	Y	5.63012	0.00000	6.61514	7.98057	4.18630		52.00376	54.10177	81.84424
239	Jodi Stevens	548-11-1441	widowed	4.43036	5.97724	8.34436	41.79365	Y	6.01662	1.00000	5.21004	9.35849	6.68626	28.17228	42.53635	25.32563	86.70665
240	Darlene Roach	106-43-2867	single	5.34959	3.76788	4.81654	57.36026	no	5.76695	1.00000	3.31833	7.44959	5.72141	6.55524	122.81452	26.56916	85.52269
241	Cory Mejia	495-51-7331	single	5.76109	6.76044	6.65617	34.32145	no	5.75117	0.00000	7.49298	4.36182	5.22806	12.23084	77.63630	42.93882	85.93110
242	Leah Jones	522-10-3672	married	4.93166	6.86015	5.33229	70.89411	yes	6.14187	1.00000	5.06817	7.52859	4.34040	5.81117	25.34744	49.19455	97.86243
243	Joshua Smith	193-73-2763	single	4.75201	5.64538	6.89051	46.30554	no	6.35584	0.00000	8.74776	4.35722	3.99340	9.27409	93.10211	44.43276	88.37373
244	Jamie Hernandez	100-75-9246	nop	6.75429	4.19749	5.31214	50.41150	no	6.90302	1.00000	5.82763	5.74412	3.92734	5.62300	40.49358	34.51768	87.13416
245	Joseph Williams	091-19-0795	divoced	6.46484	5.64927	6.52038	68.64585	yes	6.80116	0.00000	7.68766	6.95435	6.01189	9.11965	80.83113	50.04284	81.96654
246	Colleen Norton	117-62-0089	widowed	6.77327	7.98012	6.75931	38.32397	no	4.03083	1.00000	7.19684	7.77019	3.15383	13.27720	62.60922	43.02222	30.32290
247	Phillip Singleton	369-49-0060	divoced	7.17450	2.93174	8.08451	66.79107	no	5.79246	1.00000	4.49710	5.92534	4.81863	21.80241	127.43126	30.50556	88.21089
248	Matthew Turner	207-06-3789	nop	6.90347	3.80929	6.22717	48.99829	no	5.69394	0.00000	5.75233	7.08136	4.67733	11.12045	76.00712	48.63324	87.85790
249	Matthew Brown	795-48-0812	married	7.39485	5.75876	5.81706	40.25851	Y	6.50709	0.00000	7.86086	4.23897	4.53793	7.68217	87.01586	51.03890	85.06599
250	Stacy Davis	488-75-2092	separated	5.55694	9.05088	5.14392	49.28484	Y	5.37984	0.00000	7.68766	3.99018	7.07030	9.06710	97.92772	49.79023	64.57120
251	Christina Thomas	343-91-6180	married	6.68895	7.45299	5.81088	71.64828	no	5.72176	1.00000	5.83739	6.84674	5.85546	7.88681	79.57554	45.46270	82.51274
252	Jackson Nelson	729-49-6088	nop	4.77062	4.53958	6.67442	39.88350	Y	5.45635	1.00000	6.02874	7.66364	5.40650	9.33599	51.68694	78.06707	77.11111
253	Brandon Daniels	284-78-0758	single	7.18399	6.69069	6.00623	57.55110	no	8.10384	1.00000	4.33802	7.12532	5.38265	9.63443	128.05794	33.53934	39.25989
254	Scott Woods	147-74-7503	nop	6.96072	7.80065	4.27528	61.31927	no	4.71986	0.00000	7.96941	4.01693	6.24620	11.41507	73.62597	62.71368	50.11919
255	Donald Russell	684-44-4782	single	5.43494	6.06341	5.13268	39.92190	no	4.49554	1.00000	5.21068	8.11754	5.95727	5.96325	113.98005	51.20434	33.67782
256	Madison Combs	627-86-5462	divoced	5.83446	4.31833	5.18682	44.33969	no	5.70182	0.00000	6.38015	7.95208	6.24526	7.33319	73.16388	41.27664	72.61356
257	Rachel Barnes	278-15-8397	married	4.66414	4.81802	3.72722	46.03377	no	5.11782	1.00000	6.77728	5.35537	2.39116	7.48212	27.69311	38.83225	63.19669
258	Thomas Black	398-21-6261	single	5.96094	4.94452	5.18820	57.56352	no	6.09127	1.00000	5.59038	6.29455	4.15630	10.99587	56.31829	57.00762	88.62452
259	Suzanne Torres	537-60-1522	married	5.17987		5.45427	41.45227	Y	6.22795	1.00000	3.66127	8.28841	3.22386	6.60133	86.84173	46.21730	86.42439
260	Zachary Carter	106-63-0110	single	5.72448	8.20652	5.79607	37.20614	no	3.33471	1.00000	1.98002	9.65493	2.52902	9.08209	100.08419	60.04944	9.15974
261	Guy Brown	285-06-9464	married	3.79569	4.38898	6.11522	47.06243	no	4.57391	1.00000	3.54694	8.00663	6.73230	8.89707	51.91762	61.09856	42.85195
262	Jennifer Day MD	263-43-1918	separated	4.55530	4.44968	4.52515	41.56920	N	6.86994	0.00000	7.51111	8.29754	3.35182	10.22551	78.76955	48.48374	89.13224
263	Elijah Sanchez	076-19-6026	separated	6.51392	5.68960	6.50444	27.06562	no	3.92236	1.00000	4.02227	9.15266	5.87085	10.51285	-12.92395	68.64805	14.12915
264	Alexis Taylor	419-58-4403	married	5.63958	5.11383	4.32528	58.14087	no	5.64636	1.00000	5.13620	7.60311	5.56965	7.28577	-14.95212	11.41170	75.42740
265	Andrew Smith	401-09-8120	separated	7.75221	4.03231	5.36150	67.59476	no	5.98378	0.00000	6.46454	7.38410	3.67230	7.52676	47.09061	55.97460	89.24726
266	John Miller	466-02-3376	married	4.32824	5.28015	5.09777	42.14478	no	6.64122	0.00000	7.97453	6.18455	3.91273	9.95243	33.87173	49.01903	80.85539
267	Chelsea White	006-30-3419	married	5.42271	7.37938	2.97576	62.49533	no	4.67401	0.00000	6.75575	5.00957	7.19610	9.43382	104.58505	43.82334	46.31268
268	Christopher Moore	667-85-8191	married	5.41186	7.05651	4.82598	37.02856	no	5.78761	1.00000	3.70864	7.19848	4.13275	7.43295	89.70052	35.72157	79.06286
269	Stephanie Hamilton	100-15-3202	single	5.43368	3.57916	6.30646	49.03419	no	5.98432	0.00000	5.98202	7.12548	3.88666	8.96621	18.92061	42.65392	83.09950
270	Amy Barton	528-64-5082	single	6.18578	4.87290	3.73062	46.98949	no	5.40713	1.00000	3.67359	8.24712	5.35803	8.44025	46.18539	53.12474	66.92168
271	Darlene Martinez	704-31-0738	single	5.57767	4.76478	6.27528	46.37918	no	5.63161	0.00000	6.75709	6.34356	5.75607	7.66422	12.92706	55.11027	81.61427
272	Gary Carpenter	452-29-5971	single	5.40544	3.97705	5.68584	46.75642	no	7.34872	0.00000	5.05434	9.32313	6.59841	9.19412	62.50900	53.98732	67.81239
273	Rachel Jenkins	191-04-8091	widowed	5.44910	4.74315	4.68389	66.79535	yes	7.07802	1.00000	3.87760	7.72109	6.59359	6.17433	-35.79799	23.30138	69.11765
274	Ashley Jones	158-99-7662	married	6.57288	4.97595	5.85549	55.26212	yes	6.27389	1.00000	5.64829	6.70419	3.53070	9.81375	102.68189	32.24285	86.96259
275	Jennifer Rivera	826-63-1931	divoced	6.54778	7.34546	6.39579	27.68218	N	6.55333	1.00000	2.65758	7.39129	3.80401	11.31366	86.75323	74.59071	90.77774
276	Lisa Tran	247-68-3155	married	6.58892	8.01400	6.19216	60.78678	no	7.02198	1.00000	5.19071	7.36516	4.24786	8.82590	91.84369	53.22082	71.70839
277	Ms. Alison Mcbride	467-12-7045	married	5.84939	5.60561	8.47121	68.13666	yes	6.29470	1.00000	5.05705	7.66027	3.67900	25.15745	42.80158	37.41410	87.10767
278	John Brown	015-26-5448	single	5.58230	5.80488	4.09247	72.30869	no	6.60408	1.00000	5.24340	8.05825	5.20547	9.30924	127.90407	38.99919	87.35796
279	Brian Williams	344-26-9942	married	4.79579	4.10657	6.25288	53.69199	no	6.12656	0.00000	6.01222	8.04883	4.92091	10.76199	40.04499	58.92105	82.96717
280	Janice Orozco	011-20-2388	married	4.53475	5.03726	6.43653	43.97484	no	7.32229	1.00000	4.32923	7.85930	5.02245	7.26097	67.61899	24.81043	65.23976
281	Kristine Potts	001-08-9870	divoced	4.95532	4.11476	6.83640	56.89057	Y	7.26704	0.00000	7.55893	8.00929	4.72384	10.27414	62.20548	57.21680	73.78518
282	Ernest Patel	312-26-6077	married	5.06314	3.74671	6.10992	39.96410	no	4.68604	0.00000	7.69320	6.48165	2.16110	9.02516	72.12829	64.21333	48.80244
283	Samantha Owens	571-74-2215	married	6.33876	6.66032	6.23951	56.94020	no	5.88237	0.00000	8.59145	4.56768	4.09170	8.78938	112.65227	47.24048	84.99552
284	Brittany Wu	032-19-8452	widowed	5.32529	5.82494	6.31794	35.65963	Y	6.20470	1.00000	4.33019	8.14854	5.09896	10.10981	93.53514	33.42313	88.01942
285	Tyler Faulkner	842-71-5268	separated	5.94780	8.09003	6.30804	23.37461	no	5.34049	1.00000	4.77511	8.41712	3.15460	7.39014	43.50202	32.89971	71.63244
286	Jenna Martinez	061-15-9565	divoced	6.16100	5.48250	6.80101	47.17717	no	6.07228	1.00000	5.22341	7.67592	5.66075	12.67507	27.63160	46.38972	89.44975
287	James Juarez	386-66-5378	single	5.64357	4.17134	3.86131	50.00875	no	6.50636	0.00000	6.46928	7.26082	5.48927	10.94964	81.41622	33.54418	87.54074
288	Catherine Jenkins	557-77-2333	divoced	6.51217	3.98935	6.58910	53.05156	no	6.82841	0.00000	6.71422	10.13061	7.18878	10.75614	61.91542	30.26193	78.33338
289	Benjamin Mcdonald	817-04-8826	divoced	6.98113	7.78342	5.92858	42.99528	no	7.21114	1.00000	5.47044	8.03510	3.36698	9.77405	104.90144	60.76106	72.76197
290	David Monroe	217-40-7911	divoced	5.44551	6.77795	4.84490	41.94485	no	6.45487	1.00000	6.36680	7.42179	3.96825	9.57795	128.17436	49.64336	87.44336
291	Rebecca Brown	566-46-3451	married	6.58813	7.40146	5.70161	53.01023	no	5.23606	1.00000	7.13233	9.62533	1.58776	6.99114	104.55760	33.82558	63.81544
292	Bill Hunter	759-09-1585	married	6.72484	7.66791	3.97209	61.76548	Y	6.25812	1.00000	3.89240	8.18234	3.56576	8.13561	92.73970	62.28813	88.48408
293	Shannon Brooks	284-66-8994	married	6.75441	3.73602	6.29248	54.10126	no	5.46350	1.00000	4.58733	5.26402	2.92231	6.47236	20.94586	41.95163	78.75299
294	Amy Hartman	614-26-6344	married	5.54314	5.04417	7.11827	56.56300	Y	4.17875	0.00000	5.64259	8.48743	6.64983	11.42556	18.22626	27.02478	30.17466
295	Marcus Garcia	667-08-6748	married	6.49516	3.71104	6.37357	57.40169	no	7.25655	1.00000	3.08112	7.04023	4.54035	11.65457	90.18981	56.26550	74.90447
296	Joshua Thomas	649-39-1444	married	5.99816	5.95268	5.24033	33.95569	Y	8.45780	0.00000	6.64985	8.84570	8.36726	6.86167	38.67523	58.55624	27.67245
297	Ricky Peterson	612-24-4305	single	5.25679	7.25643	4.40706	40.29448	Y	4.80139	1.00000	4.91464	7.29652	3.88412	6.93046	99.22184	38.07683	53.84953
298	Kevin Ramirez	264-36-8356	nop	4.81645	6.53370	5.76937	48.33666	no	6.70010	0.00000	6.31762	5.51657	3.46831	8.56303	56.24904	44.28098	82.79769
299	Oscar Rojas	168-43-0219	divoced	6.69542	9.84993	6.15577	62.79339	Y	6.52976	0.00000	6.83105	4.34098	7.93169	8.44822	79.11968	30.21167	87.14522
300	Roger Perkins	502-98-3029	married	5.86201	6.72062	5.76195	45.88612	N	5.96268	1.00000	5.85168	7.19680	4.89951	10.62531	80.07905	55.97805	82.17017
301	Yesenia Rodriguez	172-53-9229	single	5.39943	6.77374	4.80207	50.54402	yes	5.81780	0.00000	5.28157	5.48574	4.55360	8.48452	105.18938	45.54436	88.90356
302	Damon Grant	689-02-4810	separated	6.61293	6.06329	3.63826	28.73561	yes	6.30000	1.00000	5.71259	7.54146	5.06259	11.98855	89.75157	40.63686	82.94845
